# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AMY3	AT1G69830	AT1G69830.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANAC023	AT1G60280	AT1G60280.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANAC039	AT2G24430	AT2G24430.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANAC039	AT2G24430	AT2G24430.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANK1	AT5G02620	AT5G02620.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANN1	AT1G35720	AT1G35720.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ANP1	AT1G09000	AT1G09000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANP3	AT3G06030	AT3G06030.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANT	AT4G37750	AT4G37750.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ANTR4	AT3G46980	AT3G46980.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANTR4	AT3G46980	AT3G46980.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANTR4	AT3G46980	AT3G46980.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AO	AT5G14760	AT5G14760.1	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0
AOP1	AT4G03070	AT4G03070.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AOX1A	AT3G22370	AT3G22370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AOX1B	AT3G22360	AT3G22360.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AP17	AT1G47830	AT1G47830.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AP1M1	AT1G10730	AT1G10730.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AP2M	AT5G46630	AT5G46630.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP2M	AT5G46630	AT5G46630.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP5M	AT2G20790	AT2G20790.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AP5M	AT2G20790	AT2G20790.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AP5M	AT2G20790	AT2G20790.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
APC11	AT3G05870	AT3G05870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APC11	AT3G05870	AT3G05870.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APC4	AT4G21530	AT4G21530.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APC6	AT1G78770	AT1G78770.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
APE2	AT4G36050	AT4G36050.1	protein_coding	0	2	2	1	0	0	0	1	0	2	0	0	0	0	0	2	0
APE2	AT4G36050	AT4G36050.2	protein_coding	0	2	2	1	0	0	0	1	0	2	0	0	0	0	0	2	0
APG1	AT5G35790	AT5G35790.1	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
APG9	AT2G31260	AT2G31260.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APK1	AT2G14750	AT2G14750.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
APK2A	AT1G14370	AT1G14370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APK2B	AT2G02800	AT2G02800.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
APK2B	AT2G02800	AT2G02800.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
APRL5	AT3G03860	AT3G03860.1	protein_coding	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0
APRR6	AT1G68210	AT1G68210.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APRR7	AT5G02810	AT5G02810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APS4	AT5G43780	AT5G43780.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
APUM14	AT5G43110	AT5G43110.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
APUM16	AT5G59280	AT5G59280.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APUM7	AT1G78160	AT1G78160.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
APUM8	AT1G22240	AT1G22240.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
APUM9	AT1G35730	AT1G35730.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
APXT	AT1G77490	AT1G77490.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
APY3	AT1G14240	AT1G14240.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APY3	AT1G14240	AT1G14240.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
APY3	AT1G14240	AT1G14240.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APY3	AT1G14240	AT1G14240.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
APY4	AT1G14230	AT1G14230.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
APY5	AT1G14250	AT1G14250.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
APY7	AT4G19180	AT4G19180.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AR791	AT1G52080	AT1G52080.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARA1	AT4G16130	AT4G16130.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARABIDILLO-2	AT3G60350	AT3G60350.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARAC1	AT2G17800	AT2G17800.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARAC1	AT2G17800	AT2G17800.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARAC4	AT1G20090	AT1G20090.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ARC3	AT1G75010	AT1G75010.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ARF1	AT1G59750	AT1G59750.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF1	AT1G59750	AT1G59750.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF1	AT1G59750	AT1G59750.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF1	AT1G59750	AT1G59750.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF11	AT2G46530	AT2G46530.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF11	AT2G46530	AT2G46530.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF11	AT2G46530	AT2G46530.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF13	AT1G34170	AT1G34170.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ARF13	AT1G34170	AT1G34170.2	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ARF13	AT1G34170	AT1G34170.3	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ARF14	AT1G35540	AT1G35540.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ARF2	AT5G62000	AT5G62000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF2	AT5G62000	AT5G62000.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF2	AT5G62000	AT5G62000.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF2	AT5G62000	AT5G62000.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF20	AT1G35240	AT1G35240.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF23	AT1G43950	AT1G43950.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF3	AT2G33860	AT2G33860.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF32	AT3G11580	AT3G11580.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF42	AT4G02870	AT4G02870.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARF6	AT1G30330	AT1G30330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF6	AT1G30330	AT1G30330.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARF7	AT5G20730	AT5G20730.1	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1
ARF7	AT5G20730	AT5G20730.2	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1
ARF7	AT5G20730	AT5G20730.3	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1
ARGAH2	AT4G08870	AT4G08870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARGAH2	AT4G08870	AT4G08870.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARI8	AT1G65430	AT1G65430.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ARO1	AT4G34940	AT4G34940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO3	AT4G36030	AT4G36030.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARP1	AT1G43170	AT1G43170.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.8	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT1G43170	AT1G43170.9	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP1	AT3G54770	AT3G54770.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARP1	AT3G54770	AT3G54770.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARP2	AT1G61580	AT1G61580.1	protein_coding	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	5
ARP2	AT3G27000	AT3G27000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARP4A	AT1G73910	AT1G73910.1	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	1	0	0	0
ARPC3	AT1G60430	AT1G60430.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ARPC3	AT1G60430	AT1G60430.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ARPC4	AT4G14147	AT4G14147.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ARPC4	AT4G14147	AT4G14147.2	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0
ARPC5B	AT5G65274	AT5G65274.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARR15	AT1G74890	AT1G74890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARR19	AT1G49190	AT1G49190.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARR19	AT1G49190	AT1G49190.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ARR2	AT4G16110	AT4G16110.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ARR4	AT1G10470	AT1G10470.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ARR7	AT1G19050	AT1G19050.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AS1	AT2G37630	AT2G37630.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASA1	AT5G05730	AT5G05730.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASA1	AT5G05730	AT5G05730.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASD2	AT5G26120	AT5G26120.1	protein_coding	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0
ASE1	AT2G16570	AT2G16570.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ASE2	AT4G34740	AT4G34740.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASIL1	AT1G54060	AT1G54060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.4	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.5	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK10	AT1G09840	AT1G09840.6	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASK17	AT2G20160	AT2G20160.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ASK2	AT3G61160	AT3G61160.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ASK2	AT3G61160	AT3G61160.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ASK3	AT3G05840	AT3G05840.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ASK3	AT3G05840	AT3G05840.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ASK4	AT1G20140	AT1G20140.1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASN2	AT5G65010	AT5G65010.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASN2	AT5G65010	AT5G65010.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASN3	AT5G10240	AT5G10240.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASN3	AT5G10240	AT5G10240.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASNAP1	AT3G56450	AT3G56450.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASP3	AT5G11520	AT5G11520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASY2	AT4G32200	AT4G32200.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT1	AT5G55380	AT5G55380.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01540	AT1G01540	AT1G01540.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01540	AT1G01540	AT1G01540.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01570	AT1G01570	AT1G01570.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01800	AT1G01800	AT1G01800.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01800	AT1G01800	AT1G01800.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01810	AT1G01810	AT1G01810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01830	AT1G01830	AT1G01830.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G01840	AT1G01840	AT1G01840.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01870	AT1G01870	AT1G01870.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G01890	AT1G01890	AT1G01890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02870	AT1G02870	AT1G02870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G02890	AT1G02890	AT1G02890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G02890	AT1G02890	AT1G02890.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G03180	AT1G03180	AT1G03180.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G03180	AT1G03180	AT1G03180.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G04140	AT1G04140	AT1G04140.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G04140	AT1G04140	AT1G04140.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G04280	AT1G04280	AT1G04280.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G04290	AT1G04290	AT1G04290.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G04380	AT1G04380	AT1G04380.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT1G04390	AT1G04390	AT1G04390.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G04430	AT1G04430	AT1G04430.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G04430	AT1G04430	AT1G04430.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G04445	AT1G04445	AT1G04445.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G04490	AT1G04490	AT1G04490.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G04490	AT1G04490	AT1G04490.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G04500	AT1G04500	AT1G04500.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G04501	AT1G04501	AT1G04501.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G04540	AT1G04540	AT1G04540.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G05040	AT1G05040	AT1G05040.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05040	AT1G05040	AT1G05040.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05060	AT1G05060	AT1G05060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05430	AT1G05430	AT1G05430.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05440	AT1G05440	AT1G05440.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G05450	AT1G05450	AT1G05450.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT1G05450	AT1G05450	AT1G05450.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT1G05520	AT1G05520	AT1G05520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05540	AT1G05540	AT1G05540.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05550	AT1G05550	AT1G05550.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05550	AT1G05550	AT1G05550.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05550	AT1G05550	AT1G05550.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05575	AT1G05575	AT1G05575.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G05577	AT1G05577	AT1G05577.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05640	AT1G05640	AT1G05640.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05650	AT1G05650	AT1G05650.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05670	AT1G05670	AT1G05670.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05670	AT1G05670	AT1G05670.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05785	AT1G05785	AT1G05785.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05785	AT1G05785	AT1G05785.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05790	AT1G05790	AT1G05790.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G05790	AT1G05790	AT1G05790.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G05835	AT1G05835	AT1G05835.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G05840	AT1G05840	AT1G05840.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G06090	AT1G06090	AT1G06090.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G06100	AT1G06100	AT1G06100.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G06120	AT1G06120	AT1G06120.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G06690	AT1G06690	AT1G06690.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G06960	AT1G06960	AT1G06960.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G06960	AT1G06960	AT1G06960.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G06960	AT1G06960	AT1G06960.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G07190	AT1G07190	AT1G07190.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G07200	AT1G07200	AT1G07200.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G07200	AT1G07200	AT1G07200.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
AT1G07210	AT1G07210	AT1G07210.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT1G07220	AT1G07220	AT1G07220.1	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0
AT1G07280	AT1G07280	AT1G07280.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G07280	AT1G07280	AT1G07280.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G07280	AT1G07280	AT1G07280.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G07550	AT1G07550	AT1G07550.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G08120	AT1G08120	AT1G08120.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G08125	AT1G08125	AT1G08125.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08125	AT1G08125	AT1G08125.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08125	AT1G08125	AT1G08125.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08160	AT1G08160	AT1G08160.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G08165	AT1G08165	AT1G08165.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT1G08170	AT1G08170	AT1G08170.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G08310	AT1G08310	AT1G08310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08310	AT1G08310	AT1G08310.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08315	AT1G08315	AT1G08315.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G08790	AT1G08790	AT1G08790.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
